,carat,cut,color,clarity,depth,table,x,y,z
21969,0.33,4,5,2.5,62.1,59.0,4.4,4.45,2.75
21970,0.91,3,6,2.0,63.5,57.0,6.11,6.07,3.87
21971,0.35,5,4,4.0,61.8,54.5,4.54,4.58,2.82
21972,0.59,5,4,2.5,62.6,54.0,5.32,5.38,3.35
21973,0.56,3,6,3.5,60.7,57.0,5.31,5.36,3.24
21974,1.64,4,1,3.0,60.6,59.0,7.67,7.61,4.63
21975,0.71,4,4,2.5,62.1,62.0,5.71,5.65,3.53
21976,0.4,2,6,2.0,63.6,57.0,4.65,4.69,2.97
21977,0.51,5,7,2.5,62.2,58.0,5.1,5.12,3.18
21978,0.58,3,6,2.5,59.6,59.0,5.4,5.44,3.23
21979,0.57,5,6,3.0,61.3,57.0,5.34,5.37,3.28
21980,1.52,4,3,3.5,63.0,60.0,7.3,7.25,4.58
21981,0.51,5,6,2.0,61.3,55.0,5.17,5.11,3.15
21982,0.7,5,5,2.0,61.8,58.0,5.7,5.75,3.54
21983,0.51,5,4,3.5,61.2,56.0,5.16,5.17,3.16
21984,0.28,3,3,2.0,61.5,56.0,4.21,4.24,2.6
21985,1.2,4,6,1.0,62.3,60.0,6.78,6.71,4.2
21986,1.75,5,2,2.5,61.0,56.0,7.82,7.75,4.75
21987,0.27,3,6,4.0,59.9,57.0,4.23,4.25,2.54
21988,0.91,1,3,4.0,56.5,67.0,6.38,6.4,3.61
21989,0.51,2,5,2.5,63.7,56.0,5.05,5.03,3.21
21990,1.31,4,2,2.5,61.9,59.0,7.02,6.98,4.33
21991,0.94,4,4,2.0,61.3,61.0,6.33,6.27,3.86
21992,0.51,5,5,2.5,62.9,57.0,5.11,5.09,3.21
21993,1.5,5,7,2.5,62.8,53.5,7.27,7.33,4.58
21994,0.53,5,5,3.5,61.3,55.0,5.23,5.27,3.22
21995,0.23,3,5,3.5,63.1,56.0,3.93,3.96,2.49
21996,1.11,2,7,2.0,57.8,61.0,6.83,6.78,3.93
21997,0.42,5,5,3.5,61.7,57.0,4.78,4.81,2.96
21998,0.23,3,4,3.5,62.9,55.0,3.88,3.92,2.45
21999,0.3,2,2,2.0,64.1,57.0,4.3,4.25,2.74
22000,0.54,5,7,2.0,60.7,56.0,5.27,5.3,3.21
22001,1.28,4,6,3.0,60.8,60.0,7.03,6.98,4.26
22002,1.26,3,5,5.0,60.0,60.0,7.04,7.09,4.24
22003,0.9,3,5,2.0,62.6,57.0,6.16,6.2,3.87
22004,0.35,5,2,2.5,61.4,55.0,4.54,4.58,2.8
22005,0.81,3,5,3.0,62.7,56.0,5.92,5.98,3.73
22006,0.83,4,4,1.5,61.6,57.0,6.06,6.02,3.72
22007,1.71,4,5,2.5,61.4,60.0,7.72,7.62,4.71
22008,1.51,1,5,1.0,67.5,56.0,7.17,7.05,4.8
22009,0.9,2,4,2.0,63.2,62.0,6.09,6.19,3.88
22010,0.9,3,4,1.5,60.8,57.0,6.2,6.24,3.78
22011,0.35,5,5,5.0,60.9,55.0,4.58,4.61,2.8
22012,0.31,5,2,5.0,61.3,57.0,4.4,4.34,2.68
22013,0.7,3,5,2.0,62.7,57.0,5.63,5.67,3.54
22014,0.9,3,2,5.0,62.6,59.0,6.12,6.15,3.84
22015,0.81,3,6,2.0,63.8,58.0,5.85,5.97,3.77
22016,0.3,3,6,1.5,61.6,61.0,4.25,4.29,2.63
22017,0.42,5,7,4.0,61.6,56.0,4.79,4.82,2.96
22018,0.35,3,5,4.0,62.3,56.0,4.53,4.57,2.83
22019,1.5,4,6,3.5,58.7,61.0,7.49,7.36,4.36
22020,0.4,5,6,2.5,62.4,56.0,4.71,4.74,2.95
22021,0.34,4,7,2.0,62.0,58.0,4.47,4.43,2.76
22022,1.03,3,7,2.0,61.2,54.0,6.53,6.61,4.02
22023,0.72,5,3,3.5,61.8,55.0,5.75,5.77,3.56
22024,1.03,3,4,2.0,63.1,58.0,6.41,6.37,4.03
22025,0.32,4,7,4.0,62.0,60.0,4.37,4.4,2.72
22026,0.34,5,4,5.0,60.1,57.0,4.58,4.54,2.74
22027,0.52,5,5,3.5,62.0,55.0,5.16,5.2,3.21
22028,0.72,3,7,2.5,62.6,59.0,5.69,5.72,3.57
22029,1.02,3,7,2.5,62.7,58.0,6.35,6.44,4.01
22030,1.83,4,4,2.5,60.5,59.0,7.99,7.89,4.8
22031,1.54,2,2,1.5,57.9,62.0,7.63,7.5,4.38
22032,1.5,3,3,2.5,60.7,61.0,7.34,7.41,4.48
22033,1.04,5,5,2.0,62.1,56.0,6.54,6.47,4.04
22034,0.38,5,5,3.0,61.3,56.0,4.68,4.72,2.88
22035,0.51,5,4,3.0,60.4,59.0,5.16,5.21,3.13
22036,0.7,5,5,2.0,62.6,56.0,5.69,5.66,3.55
22037,1.22,4,4,2.0,62.1,58.0,6.89,6.84,4.26
22038,0.32,4,2,2.5,62.6,58.0,4.42,4.37,2.75
22039,0.51,4,7,3.5,60.8,60.0,5.23,5.14,3.15
22040,0.36,5,5,3.5,61.4,56.0,4.61,4.64,2.84
22041,0.3,5,6,3.5,61.9,57.0,4.31,4.28,2.66
22042,1.0,4,1,3.0,62.8,57.0,6.39,6.35,4.0
22043,0.38,5,2,3.0,61.5,53.9,4.66,4.7,2.89
22044,1.5,4,2,3.0,62.7,59.0,7.25,7.3,4.56
22045,0.57,5,6,2.5,60.4,57.0,5.4,5.36,3.25
22046,1.02,4,4,3.5,62.2,60.0,6.43,6.39,3.99
22047,2.03,4,2,2.5,60.5,62.0,8.22,8.17,4.96
22048,0.39,5,2,2.5,60.8,56.0,4.72,4.75,2.88
22049,0.32,5,6,2.5,62.1,56.0,4.43,4.4,2.74
22050,1.53,5,2,2.5,62.3,57.0,7.3,7.35,4.56
22051,0.7,1,2,1.5,65.9,58.0,5.46,5.5,3.61
22052,1.64,3,1,2.0,62.6,59.0,7.45,7.51,4.68
22053,0.31,2,6,2.0,63.2,59.0,4.24,4.31,2.7
22054,2.21,5,4,1.5,61.9,55.0,8.4,8.36,5.19
22055,0.3,5,4,2.5,61.8,54.0,4.34,4.37,2.69
22056,0.81,3,5,2.0,61.3,57.0,6.02,6.05,3.7
22057,0.6,5,7,4.0,62.5,55.0,5.42,5.4,3.38
22058,1.05,3,4,1.5,62.5,60.0,6.45,6.5,4.05
22059,1.01,3,5,2.5,60.0,63.0,6.46,6.48,3.88
22060,0.41,5,6,2.0,61.4,57.0,4.8,4.78,2.94
22061,0.79,5,6,1.5,61.0,57.0,6.0,5.95,3.65
22062,1.0,4,5,3.5,60.6,54.0,6.56,6.52,3.96
22063,0.71,5,4,1.5,62.3,56.0,5.68,5.72,3.55
22064,0.7,4,6,3.0,62.2,58.0,5.66,5.6,3.5
22065,0.3,5,4,4.0,61.7,57.0,4.32,4.34,2.67
22066,1.27,5,6,3.0,61.8,57.0,6.94,6.98,4.3
22067,0.53,5,4,3.5,60.4,59.0,5.26,5.3,3.19
22068,1.54,4,2,2.5,59.8,59.0,7.61,7.53,4.53
22069,0.52,5,4,3.5,60.8,57.0,5.16,5.21,3.15
22070,1.0,3,6,1.5,63.3,58.0,6.35,6.32,4.01
22071,0.32,4,1,2.5,61.9,59.0,4.35,4.38,2.7
22072,0.41,4,6,2.0,61.3,58.0,4.76,4.8,2.93
22073,0.52,5,4,3.0,62.4,56.0,5.11,5.15,3.2
22074,1.04,5,4,3.5,62.1,55.1,6.5,6.51,4.04
22075,0.98,5,4,1.5,62.9,57.0,6.33,6.29,3.97
22076,1.01,1,5,1.5,64.6,59.0,6.19,6.25,4.2
22077,0.38,5,5,2.5,62.1,57.0,4.67,4.61,2.88
22078,0.36,4,7,2.5,60.5,58.0,4.63,4.6,2.79
22079,0.7,2,4,1.5,64.1,56.0,5.64,5.59,3.6
22080,1.0,4,7,1.5,58.3,61.0,6.59,6.54,3.83
22081,0.4,4,4,3.0,62.2,55.0,4.83,4.69,2.96
22082,0.43,2,6,1.5,63.6,55.0,4.8,4.83,3.06
22083,0.4,4,5,2.0,62.0,56.0,4.77,4.72,2.94
22084,0.31,2,3,2.0,64.0,54.0,4.31,4.29,2.75
22085,1.22,4,7,2.5,62.0,60.0,6.74,6.79,4.22
22086,0.9,2,7,2.0,64.1,56.0,6.04,6.07,3.88
22087,2.01,3,3,1.0,61.7,63.0,7.94,7.91,4.89
22088,0.35,5,4,5.0,61.2,57.0,4.54,4.57,2.79
22089,0.9,2,5,2.0,63.1,58.0,6.12,6.18,3.88
22090,1.0,2,5,1.5,63.4,60.0,6.28,6.33,4.0
22091,0.52,4,7,2.0,62.0,60.0,5.18,5.11,3.19
22092,0.78,2,4,1.5,57.9,63.0,6.05,6.0,3.49
22093,1.07,4,5,2.0,61.7,56.0,6.66,6.5,4.06
22094,0.5,3,6,2.0,60.7,58.0,5.09,5.13,3.1
22095,1.52,5,5,2.0,62.0,54.0,7.36,7.44,4.59
22096,1.12,4,4,2.5,60.7,53.0,6.81,6.7,4.1
22097,0.23,3,4,3.5,62.8,55.0,3.93,3.95,2.47
22098,2.26,4,3,1.5,61.3,60.0,8.5,8.43,5.19
22099,0.4,3,4,3.0,61.5,58.0,4.72,4.74,2.91
22100,0.59,3,4,4.0,61.5,55.0,5.4,5.43,3.33
22101,0.56,4,6,2.5,61.8,59.0,5.27,5.34,3.28
22102,1.51,2,6,2.0,63.6,56.0,7.34,7.23,4.63
22103,1.0,4,5,2.5,60.5,59.0,6.57,6.39,3.92
22104,0.8,2,7,1.5,64.0,60.0,5.91,5.81,3.75
22105,0.9,5,5,2.0,61.7,57.0,6.25,6.2,3.84
22106,1.0,1,4,1.5,64.6,67.0,6.25,6.19,4.02
22107,1.61,3,6,1.5,60.4,58.0,7.59,7.64,4.6
22108,1.07,5,1,2.0,62.1,56.0,6.54,6.6,4.08
22109,1.01,3,2,2.0,63.3,59.0,6.26,6.22,3.95
22110,1.0,3,5,2.0,63.3,58.0,6.34,6.36,4.02
22111,0.7,4,2,1.5,59.5,58.0,5.79,5.73,3.43
22112,0.3,5,6,2.5,62.3,56.0,4.34,4.3,2.69
22113,0.7,2,6,2.0,62.7,61.0,5.59,5.67,3.53
22114,1.01,3,3,2.5,60.2,60.0,6.46,6.5,3.9
22115,0.7,5,6,3.0,61.0,56.0,5.7,5.77,3.5
22116,0.3,4,4,3.5,62.6,58.0,4.29,4.27,2.68
22117,0.33,3,3,3.5,62.4,60.0,4.39,4.42,2.75
22118,1.53,4,5,2.5,58.5,60.0,7.62,7.56,4.44
22119,1.0,1,3,3.0,65.4,61.0,6.22,6.17,4.05
22120,1.05,4,7,2.0,60.5,60.0,6.53,6.62,3.98
22121,1.01,3,6,2.5,62.2,58.0,6.36,6.41,3.97
22122,0.33,3,6,4.0,63.2,53.0,4.42,4.47,2.81
22123,0.32,5,4,1.5,61.6,56.0,4.4,4.43,2.72
22124,0.33,5,4,2.0,61.8,54.0,4.46,4.5,2.77
22125,0.3,4,7,2.0,62.2,58.0,4.31,4.28,2.67
22126,0.72,5,7,2.0,61.9,55.0,5.75,5.78,3.57
22127,0.56,4,4,1.5,60.0,60.0,5.48,5.42,3.11
22128,0.3,3,6,3.5,61.1,62.0,4.28,4.33,2.63
22129,1.29,5,5,1.5,61.9,55.0,6.95,7.01,4.32
22130,1.05,5,4,3.0,61.1,56.0,6.54,6.59,4.01
22131,0.72,5,7,3.0,61.6,56.0,5.73,5.8,3.55
22132,0.4,4,7,1.5,60.4,59.0,4.83,4.8,2.91
22133,0.31,3,6,2.0,63.2,59.0,4.31,4.24,2.7
22134,0.73,5,4,3.5,62.2,55.0,5.74,5.77,3.58
22135,0.26,2,5,4.0,64.0,57.0,4.03,4.06,2.59
22136,0.93,5,6,2.0,62.0,56.0,6.25,6.29,3.89
22137,0.47,5,6,2.5,61.7,56.0,5.01,4.98,3.08
22138,0.41,4,6,4.0,60.0,61.0,4.86,4.78,2.89
22139,0.41,3,5,2.0,62.9,56.0,4.71,4.73,2.97
22140,0.23,3,4,2.5,62.8,53.0,3.91,3.93,2.46
22141,0.3,5,5,3.5,62.1,57.0,4.25,4.28,2.65
22142,1.03,5,1,2.0,62.3,56.0,6.51,6.45,4.04
22143,2.13,3,1,2.0,62.8,58.0,8.13,8.17,5.12
22144,0.5,5,3,4.0,60.6,55.0,5.13,5.17,3.12
22145,0.33,5,4,2.5,62.6,56.0,4.41,4.38,2.75
22146,1.06,5,4,2.5,62.7,55.0,6.53,6.49,4.08
22147,0.55,4,7,2.0,61.7,59.0,5.3,5.23,3.25
22148,1.0,4,5,2.0,62.6,60.0,6.32,6.3,3.95
22149,1.25,3,5,5.0,60.3,58.0,6.96,7.03,4.22
22150,0.7,5,6,2.0,62.8,56.0,5.69,5.72,3.58
22151,1.5,2,2,2.5,61.9,60.0,7.25,7.28,4.5
22152,1.5,2,2,2.0,61.1,63.0,7.27,7.34,4.46
22153,0.3,5,3,3.0,62.5,56.0,4.24,4.27,2.66
22154,0.26,4,3,3.5,59.8,61.0,4.18,4.15,2.49
22155,0.33,5,4,3.5,62.5,54.0,4.41,4.45,2.77
22156,1.04,3,2,2.5,61.9,58.0,6.47,6.55,4.03
22157,0.53,5,6,2.5,61.4,56.0,5.25,5.18,3.2
22158,1.52,3,1,2.5,63.1,61.0,7.23,7.19,4.55
22159,2.01,2,3,2.5,57.8,60.0,8.29,8.35,4.81
22160,0.5,3,2,2.0,62.4,58.0,5.0,5.06,3.14
22161,1.0,4,3,3.0,59.1,60.0,6.45,6.42,3.8
22162,2.2,5,1,2.5,61.6,57.0,8.34,8.39,5.15
22163,1.32,1,5,4.0,58.0,66.0,7.31,7.28,4.23
22164,1.27,3,5,1.5,61.0,61.0,6.95,7.01,4.26
22165,0.32,4,7,2.5,61.7,58.0,4.34,4.38,2.69
22166,0.75,5,6,2.5,62.4,57.0,5.76,5.81,3.61
22167,0.27,4,6,3.0,61.5,58.0,4.17,4.22,2.58
22168,0.38,4,3,2.5,60.5,59.0,4.69,4.66,2.83
22169,0.35,4,6,2.5,60.9,59.0,4.56,4.54,2.77
22170,1.01,4,3,2.0,58.2,62.0,6.54,6.48,3.78
22171,0.7,3,4,2.5,63.3,57.0,5.62,5.66,3.57
22172,1.08,5,4,2.5,62.1,57.0,6.54,6.57,4.07
22173,0.9,3,6,2.5,63.0,58.0,6.13,6.16,3.87
22174,0.35,4,6,2.0,61.2,58.0,4.53,4.59,2.79
22175,0.32,5,6,4.0,61.2,55.0,4.4,4.45,2.71
22176,2.55,4,2,1.5,62.9,58.0,8.7,8.59,5.44
22177,0.51,4,7,2.0,61.0,60.0,5.18,5.15,3.15
22178,1.11,4,5,3.5,59.2,59.0,6.82,6.79,4.03
22179,0.34,3,2,2.0,62.8,57.0,4.43,4.45,2.79
22180,0.5,2,7,2.0,63.6,54.0,5.02,5.08,3.21
22181,0.56,3,4,3.0,60.5,59.0,5.26,5.31,3.2
22182,0.51,1,5,2.0,65.2,57.0,5.03,5.09,3.3
22183,0.72,2,5,2.5,58.0,57.0,5.93,6.01,3.46
22184,0.32,3,5,2.5,59.5,61.0,4.42,4.46,2.64
22185,1.2,2,1,2.5,63.7,58.0,6.61,6.68,4.23
22186,0.71,5,5,2.0,61.5,56.0,5.76,5.69,3.52
22187,0.71,5,5,2.5,62.2,55.0,5.72,5.76,3.57
22188,0.81,5,6,2.0,60.3,56.0,6.05,6.13,3.67
22189,0.51,5,7,2.5,61.9,57.0,5.13,5.11,3.17
22190,1.03,5,4,4.0,62.0,56.0,6.5,6.54,4.04
22191,0.82,5,5,1.5,61.7,53.0,6.12,6.0,3.74
22192,1.1,2,3,1.5,57.6,61.0,6.82,6.73,3.9
22193,0.32,2,7,2.0,63.8,56.0,4.33,4.35,2.77
22194,0.6,5,6,2.0,60.6,57.0,5.43,5.47,3.3
22195,0.63,5,1,2.0,61.8,56.0,5.47,5.52,3.39
22196,1.23,5,3,3.5,62.0,55.0,6.85,6.9,4.26
22197,0.42,3,3,2.0,62.9,57.0,4.76,4.84,3.02
22198,1.01,4,4,3.0,59.8,59.0,6.5,6.55,3.9
22199,0.9,4,7,1.5,58.1,60.0,6.26,6.24,3.63
22200,1.23,5,4,3.0,61.8,57.0,6.89,6.86,4.25
22201,1.02,4,3,3.0,62.1,57.0,6.46,6.42,4.0
22202,0.84,4,5,2.0,59.0,59.0,6.18,6.13,3.63
22203,0.3,4,2,3.0,59.1,59.0,4.35,4.38,2.58
22204,0.42,5,6,3.5,61.8,56.0,4.8,4.78,2.96
22205,0.5,5,6,2.5,62.9,55.0,5.11,5.07,3.2
22206,0.7,5,6,2.0,62.5,57.0,5.7,5.72,3.57
22207,0.4,4,5,2.0,61.2,58.0,4.74,4.71,2.89
22208,1.01,4,4,2.5,59.2,59.0,6.59,6.52,3.88
22209,1.02,4,3,2.5,60.0,58.0,6.56,6.5,3.92
22210,0.9,2,3,1.5,63.4,60.0,6.03,6.08,3.84
22211,1.0,3,7,1.5,63.4,58.0,6.33,6.3,4.01
22212,0.33,3,5,2.0,59.9,61.0,4.44,4.47,2.67
22213,0.9,4,5,2.0,61.4,55.0,6.18,6.16,3.79
22214,0.72,5,4,2.0,61.9,54.0,5.78,5.81,3.59
22215,1.01,3,5,1.5,63.4,60.0,6.33,6.26,3.99
22216,0.56,5,6,3.0,61.3,55.0,5.32,5.29,3.25
22217,0.53,5,4,2.0,62.0,60.0,5.18,5.2,3.22
22218,1.55,4,2,1.5,58.5,60.0,7.64,7.58,4.45
22219,0.3,4,6,3.5,61.4,59.0,4.34,4.32,2.66
22220,2.27,2,3,1.5,63.6,58.0,8.37,8.29,5.3
22221,0.9,3,3,2.5,61.2,61.0,6.14,6.21,3.78
22222,0.95,4,6,1.5,60.7,59.0,6.36,6.3,3.84
22223,0.7,2,6,1.5,63.7,55.0,5.63,5.58,3.57
22224,1.0,3,4,3.5,62.7,57.0,6.32,6.37,3.98
22225,0.29,5,4,4.0,61.5,56.0,4.25,4.28,2.62
22226,1.8,5,5,2.0,61.8,57.0,7.79,7.83,4.83
22227,0.4,4,6,4.0,61.4,59.0,4.74,4.68,2.89
22228,2.01,4,2,1.5,62.9,58.0,8.05,8.0,5.05
22229,0.66,5,7,3.0,62.1,56.0,5.54,5.57,3.45
22230,1.0,4,5,2.5,62.2,59.0,6.37,6.29,3.94
22231,0.75,5,6,3.0,62.0,55.0,5.83,5.88,3.66
22232,0.33,5,2,2.0,61.5,57.0,4.49,4.46,2.75
22233,1.05,5,3,1.5,61.2,57.0,6.55,6.62,4.03
22234,0.53,3,6,2.5,60.1,59.0,5.24,5.27,3.16
22235,1.01,1,7,2.0,66.3,55.0,6.22,6.17,4.11
22236,0.41,5,7,1.5,61.0,56.0,4.83,4.78,2.93
22237,0.91,5,1,3.0,60.7,57.0,6.26,6.23,3.79
22238,0.4,4,4,2.0,62.0,59.0,4.74,4.71,2.93
22239,1.05,4,6,1.0,62.2,61.0,6.51,6.48,4.04
22240,0.53,5,4,1.5,62.4,56.0,5.18,5.14,3.22
22241,1.06,3,5,2.5,62.7,55.0,6.54,6.5,4.09
22242,0.51,5,5,2.0,62.8,57.0,5.09,5.07,3.19
22243,0.5,2,5,1.5,57.7,62.0,5.22,5.18,3.0
22244,0.31,5,6,2.5,61.4,54.0,4.41,4.38,2.7
22245,0.51,5,5,2.0,60.8,57.0,5.15,5.18,3.14
22246,0.45,4,4,4.0,60.8,58.0,4.92,4.98,3.01
22247,1.77,5,1,3.0,62.2,56.0,7.77,7.73,4.82
22248,0.58,4,7,3.0,61.4,58.0,5.37,5.34,3.29
22249,0.53,4,6,2.5,59.9,61.0,5.3,5.25,3.16
22250,0.51,4,6,3.0,62.3,56.0,5.14,5.13,3.2
22251,0.31,4,6,3.0,61.0,58.0,4.37,4.39,2.67
22252,0.54,5,5,3.0,60.7,59.0,5.27,5.3,3.21
22253,0.71,5,6,1.5,62.7,56.0,5.68,5.71,3.57
22254,1.1,4,5,1.5,62.0,59.0,6.62,6.6,4.1
22255,1.53,3,6,1.5,63.1,59.0,7.38,7.21,4.61
22256,0.33,5,5,1.5,62.3,55.0,4.44,4.49,2.78
22257,1.54,4,3,1.0,62.0,60.0,7.4,7.32,4.56
22258,0.41,5,6,2.5,61.8,56.0,4.78,4.74,2.94
22259,0.7,5,4,3.0,61.4,59.0,5.64,5.73,3.49
22260,0.41,3,7,2.0,63.1,57.0,4.73,4.68,2.97
22261,0.29,5,4,3.5,61.9,56.0,4.24,4.25,2.62
22262,1.02,4,7,1.5,59.5,62.0,6.56,6.52,3.89
22263,0.56,5,7,2.5,61.5,57.0,5.28,5.33,3.26
22264,0.51,4,6,2.5,61.3,58.0,5.13,5.15,3.15
22265,0.48,3,6,4.0,60.6,56.0,5.13,5.06,3.09
22266,0.33,5,2,2.0,61.0,57.0,4.45,4.47,2.72
22267,1.04,4,2,1.5,62.1,59.0,6.46,6.52,4.03
22268,0.41,5,2,3.0,60.9,53.0,4.8,4.85,2.94
22269,0.37,4,4,2.5,59.7,61.0,4.72,4.66,2.8
22270,1.01,4,6,1.5,62.5,60.0,6.42,6.39,4.0
22271,1.24,5,2,2.0,62.1,56.0,6.88,6.84,4.26
22272,1.16,2,1,3.5,61.6,57.0,6.79,6.85,4.2
22273,1.21,2,1,1.5,60.4,56.0,6.84,6.93,4.16
22274,1.71,2,1,1.5,63.9,59.0,7.55,7.47,4.8
22275,0.59,2,6,2.5,61.3,62.0,5.36,5.4,3.3
22276,0.32,5,7,2.5,62.7,57.0,4.44,4.4,2.77
22277,0.57,5,2,2.0,62.5,55.0,5.28,5.32,3.31
22278,0.5,3,6,2.0,63.4,55.0,5.02,5.1,3.21
22279,0.31,5,4,5.0,61.1,57.0,4.38,4.42,2.68
22280,0.31,3,3,4.0,61.9,57.0,4.33,4.36,2.69
22281,1.32,3,4,1.5,62.9,57.0,6.94,6.98,4.38
22282,0.91,3,3,2.5,62.6,57.0,6.15,6.21,3.87
22283,0.7,5,7,3.5,60.7,57.0,5.75,5.78,3.5
22284,0.53,3,3,3.0,63.4,56.0,5.16,5.13,3.26
22285,1.51,4,2,2.0,62.7,61.0,7.33,7.27,4.58
22286,0.41,2,4,2.0,63.4,57.0,4.7,4.73,2.99
22287,0.31,5,2,2.0,61.3,55.0,4.39,4.42,2.7
22288,0.31,5,3,2.5,62.1,55.0,4.35,4.32,2.69
22289,1.14,5,2,2.0,61.8,57.0,6.76,6.68,4.15
22290,2.01,3,2,2.0,61.7,60.0,7.99,8.12,4.97
22291,0.42,5,4,2.5,61.7,57.0,4.83,4.8,2.97
22292,0.31,4,3,3.0,61.1,59.0,4.36,4.35,2.66
22293,1.01,5,7,1.5,62.6,56.0,6.4,6.34,3.99
22294,0.66,5,7,3.5,61.6,57.0,5.57,5.64,3.45
22295,1.31,5,4,3.0,62.2,56.0,7.05,7.01,4.37
22296,1.52,5,2,1.5,61.3,60.0,7.33,7.39,4.51
22297,0.35,5,3,5.0,60.9,57.0,4.58,4.6,2.8
22298,0.31,4,6,3.0,60.5,59.0,4.37,4.36,2.64
22299,1.55,5,1,1.5,62.3,54.0,7.38,7.42,4.61
22300,0.31,4,4,2.5,61.2,59.0,4.4,4.36,2.68
22301,1.7,4,1,2.5,62.8,59.0,7.6,7.55,4.76
22302,0.94,2,7,1.5,57.9,61.0,6.48,6.43,3.74
22303,0.34,4,4,1.5,62.8,59.0,4.47,4.45,2.8
22304,0.69,1,4,3.0,57.8,66.0,5.9,5.84,3.39
22305,1.3,4,5,3.0,62.0,58.0,6.94,6.9,4.29
22306,0.61,5,4,3.0,61.8,56.0,5.43,5.48,3.37
22307,0.74,1,3,1.5,62.0,53.0,5.85,5.74,3.6
22308,1.71,5,4,2.5,61.8,57.0,7.7,7.6,4.73
22309,1.6,3,3,3.0,61.2,58.6,7.48,7.63,4.62
22310,1.7,2,3,2.5,62.5,59.0,7.48,7.58,4.71
22311,0.3,4,4,3.0,62.2,59.0,4.28,4.31,2.67
22312,0.56,5,7,3.0,61.7,56.0,5.3,5.33,3.28
22313,0.43,4,4,4.0,62.0,59.0,4.8,4.82,2.98
22314,2.01,3,5,1.5,60.3,60.0,8.08,8.11,4.88
22315,1.03,4,6,3.0,62.4,58.0,6.5,6.41,4.03
22316,0.41,2,6,2.0,63.9,58.0,4.7,4.72,3.01
22317,0.55,5,5,3.0,62.0,55.0,5.29,5.26,3.27
22318,0.51,4,7,2.5,60.5,60.0,5.19,5.16,3.13
22319,0.54,3,4,2.0,62.2,57.0,5.17,5.22,3.23
22320,0.96,2,3,1.5,61.6,59.0,6.24,6.29,3.86
22321,0.53,5,4,3.0,62.7,55.0,5.18,5.16,3.24
22322,1.23,4,5,1.5,61.2,58.0,6.91,6.84,4.21
22323,0.9,4,4,2.5,60.6,61.0,6.19,6.13,3.73
22324,1.01,2,2,2.5,62.8,59.0,6.34,6.4,4.0
22325,1.2,5,1,2.5,61.6,54.0,6.88,6.82,4.22
22326,0.32,4,5,3.5,61.8,59.0,4.42,4.38,2.72
22327,1.01,5,4,2.5,62.4,56.0,6.42,6.39,4.0
22328,0.9,3,3,1.5,62.1,58.0,6.1,6.18,3.81
22329,1.25,4,3,3.0,61.3,55.0,6.96,6.93,4.26
22330,0.9,2,5,1.5,63.1,57.0,6.11,6.18,3.88
22331,1.7,3,2,3.0,60.6,59.0,7.64,7.67,4.64
22332,0.5,2,7,2.0,61.1,64.0,5.05,5.07,3.09
22333,1.1,3,1,3.0,60.9,59.0,6.65,6.74,4.08
22334,0.72,3,5,2.5,63.0,54.0,5.69,5.73,3.6
22335,0.58,5,4,2.5,61.9,56.0,5.38,5.34,3.32
22336,0.23,5,5,4.0,62.7,57.0,3.9,3.92,2.45
22337,0.9,3,2,2.0,61.7,58.0,6.17,6.21,3.82
22338,0.42,4,6,2.0,62.0,58.0,4.82,4.85,3.0
22339,2.03,4,2,1.5,62.8,59.0,8.08,8.04,5.06
22340,0.53,5,5,3.5,61.3,57.0,5.2,5.24,3.2
22341,0.7,5,3,2.5,61.2,56.0,5.72,5.75,3.51
22342,1.03,5,4,2.5,61.6,55.0,6.49,6.54,4.01
22343,0.57,5,5,2.5,61.7,57.0,5.36,5.33,3.3
22344,0.51,4,7,2.0,60.3,59.0,5.2,5.22,3.14
22345,0.54,4,7,4.0,61.4,57.5,5.25,5.28,3.23
22346,0.3,4,4,3.5,62.0,58.0,4.29,4.26,2.65
22347,1.72,3,4,1.5,62.4,59.0,7.63,7.67,4.77
22348,0.5,1,5,2.5,64.9,58.0,4.99,4.9,3.21
22349,0.52,3,6,1.5,62.4,59.0,5.13,5.16,3.21
22350,1.06,3,6,5.0,62.4,55.0,6.5,6.54,4.07
22351,0.73,1,6,3.5,57.4,59.0,5.99,5.95,3.43
22352,0.34,5,4,4.0,61.8,56.0,4.48,4.51,2.78
22353,0.6,2,4,2.0,65.3,56.0,5.21,5.26,3.42
22354,0.5,2,6,2.0,64.0,57.0,5.04,4.99,3.21
22355,0.93,3,5,2.0,59.8,58.0,6.32,6.39,3.8
22356,2.05,4,3,2.0,60.2,58.0,8.25,8.22,4.96
22357,1.52,3,4,2.5,62.1,58.0,7.36,7.43,4.59
22358,0.7,5,2,4.0,61.8,56.0,5.72,5.74,3.54
22359,0.39,3,4,3.0,62.4,57.0,4.62,4.68,2.9
22360,1.01,5,4,3.0,61.8,58.0,6.4,6.42,3.96
22361,0.32,5,4,5.0,61.8,55.0,4.41,4.43,2.73
22362,0.9,3,4,1.5,63.1,55.0,6.16,6.13,3.88
22363,0.9,1,5,3.0,65.7,59.0,5.96,5.92,3.9
22364,1.61,5,2,2.5,62.5,57.0,7.49,7.43,4.66
22365,1.01,2,7,2.0,57.6,60.0,6.59,6.64,3.81
22366,0.9,5,6,2.5,62.0,59.0,6.17,6.21,3.84
22367,1.01,2,7,1.5,57.6,62.0,6.66,6.56,3.81
